Name,Platform,Year,Genre,Publisher,Critic_Score,Critic_Count,User_Score,User_Count
Disney's The Little Mermaid: Ariel's Undersea Adventure,DS,2006,Action,Disney Interactive Studios,,,7,4
Star Wars Rogue Squadron III: Rebel Strike,GC,2003,Simulation,LucasArts,75,36,7.6,50
Moto Racer,PS,1997,Racing,Electronic Arts,,,,
Hitman: Contracts,PS2,2004,Shooter,Eidos Interactive,80,39,8.3,43
Professor Layton vs Phoenix Wright: Ace Attorney,3DS,2012,Puzzle,Level 5,79,69,8.5,99
Ben 10: Alien Force,Wii,2008,Action,Koch Media,45,6,7.8,11
Final Fantasy Anthology,PS,1999,Role-Playing,Square EA,80,14,8.1,28
DiRT 2,X360,2009,Racing,Codemasters,87,65,8.2,110
Prince of Persia: Warrior Within,XB,2004,Action,Ubisoft,83,55,7.5,35
Deca Sports 2,Wii,2009,Sports,Hudson Soft,49,7,tbd,
Killzone: Mercenary,PSV,2013,Shooter,Sony Computer Entertainment Europe,78,86,8.9,513
Pro Evolution Soccer 2010,PSP,2009,Sports,Konami Digital Entertainment,72,9,4.6,5
Guitar Hero: Metallica,X360,2009,Misc,Activision,84,62,8.1,79
Final Fantasy X / X-2 HD Remaster,PSV,2013,Role-Playing,Square Enix,86,14,8.5,223
Super Robot Taisen α,PS,2000,Strategy,Banpresto,,,,
Need for Speed: Hot Pursuit 2,GC,2002,Racing,Electronic Arts,68,16,8.3,15
PES 2009: Pro Evolution Soccer,PSP,N/A,Sports,Konami Digital Entertainment,,,,
Hasbro Family Game Night 3,Wii,2010,Misc,Electronic Arts,,,tbd,
Tales of Destiny 2,PS2,2002,Role-Playing,Namco Bandai Games,,,,
Capcom's Soccer Shootout,SNES,1993,Sports,Nintendo,,,,
Rayman Raving Rabbids 2,DS,2007,Misc,Ubisoft,57,8,7,15
The Sims 2: Pets,PSP,2006,Simulation,Electronic Arts,57,9,7.3,10
Alien,2600,1981,Action,20th Century Fox Video Games,,,,
Dragon Ball Z: Budokai Tenkaichi 2,PS2,2006,Fighting,Atari,73,31,8.6,61
Guitar Hero: Aerosmith,PS2,2008,Misc,Activision,71,11,6.3,15
Star Wars The Clone Wars: Republic Heroes,Wii,2009,Action,LucasArts,48,10,6.4,5
Ridge Racer,PS,1994,Racing,Sony Computer Entertainment,,,,
pro evolution soccer 2011,PSP,2010,Sports,Konami Digital Entertainment,74,10,5.8,5
Harvest Moon: A Wonderful Life,GC,2003,Role-Playing,Ubisoft,79,28,8.9,148
All Star Cheer Squad,Wii,2008,Sports,THQ,,,5.2,10
Momotarou Dentetsu 7,PS,1997,Simulation,Hudson Entertainment,,,,
DmC: Devil May Cry,PS3,2013,Action,Capcom,85,40,5.3,1471
Motocross Mania,PS,2001,Racing,Take-Two Interactive,34,6,5.3,6
EA Sports Active NFL Training Camp,Wii,2010,Sports,Electronic Arts,,,tbd,
Darksiders II,X360,2012,Action,THQ,83,63,8,456
Need for Speed Rivals,X360,2013,Racing,Electronic Arts,76,12,5.4,107
[Prototype 2],X360,2012,Action,Activision,74,69,7,173
Mega Man 5,NES,1992,Platform,Capcom,,,,
WCW Mayhem,N64,1999,Fighting,Electronic Arts,,,,
Dance Dance Revolution SuperNOVA 2,PS2,2007,Simulation,Konami Digital Entertainment,70,10,tbd,
Armored Core 2,PS2,2000,Simulation,Ubisoft,78,23,8.4,19
Dragon Quest Monsters 2,3DS,2014,Role-Playing,Square Enix,,,,
The Godfather II,X360,2009,Action,Electronic Arts,65,72,6.9,60
Dragon's Dogma,X360,2012,Role-Playing,Capcom,75,59,7.8,320
Pro Evolution Soccer 2016,PS4,2015,Sports,Konami Digital Entertainment,87,54,7.1,680
The Amazing Spider-Man (Console Version),PS3,2012,Action,Activision,,,,
Major League Baseball Featuring Ken Griffey Jr,N64,1998,Sports,Nintendo,,,,
Rare Replay,XOne,2015,Misc,Microsoft Game Studios,84,75,7.7,325
Band Hero,X360,2009,Misc,Activision,76,52,5,30
NCAA Football 08,PS2,2007,Sports,Electronic Arts,83,6,8.3,23
FIFA Soccer 2004,XB,2003,Sports,Electronic Arts,82,20,8.2,23
The Sims 2: Castaway,PSP,2007,Simulation,Electronic Arts,64,5,7.3,18
Star Ocean: The Last Hope,X360,2009,Role-Playing,Square Enix,72,56,7.2,150
Sniper: Ghost Warrior,PS3,2011,Shooter,City Interactive,53,17,6,34
Invizimals,PSP,2009,Strategy,Sony Computer Entertainment,69,32,7.3,19
Forza Horizon 2,X360,2014,Racing,Microsoft Game Studios,,,5.1,116
The 7th Guest,PC,1992,Adventure,Virgin Interactive,,,,
WWE 2K15,PS3,2014,Sports,Take-Two Interactive,55,5,3.1,57
Too Human,X360,2008,Role-Playing,Microsoft Game Studios,65,80,7,458
Yars' Revenge,2600,1982,Shooter,Atari,,,,
Tiger Woods PGA Tour 10,PS3,2009,Sports,Electronic Arts,81,38,7.7,9
Secret Agent Barbie: Royal Jewels Mission,GBA,2002,Platform,Vivendi Games,71,4,tbd,
Doom,PS,1994,Shooter,Infogrames,,,,
Tom Clancy's Splinter Cell: Double Agent,X360,2006,Action,Ubisoft,85,59,8.1,148
Buzz! The Hollywood Quiz,PS2,2007,Misc,Sony Computer Entertainment,,,,
Naruto Shippuden: Ultimate Ninja Storm 2,X360,2010,Fighting,Namco Bandai Games,74,31,8.5,39
Golden Sun: Dark Dawn,DS,2010,Role-Playing,Nintendo,79,63,8.1,86
Fight Night Champion,X360,2011,Fighting,Electronic Arts,86,59,7.4,105
Marvel vs. Capcom: Clash of Super Heroes,PS,1999,Fighting,Capcom,,,,
Dead Island: Riptide,X360,2013,Action,Deep Silver,57,43,6.3,192
Madden NFL 16,PS3,2015,Sports,Electronic Arts,,,3.1,18
Battle Stations,PS,1997,Strategy,Electronic Arts,,,,
Star Wars The Clone Wars: Jedi Alliance,DS,2008,Action,LucasArts,68,10,7.8,32
The World Ends With You,DS,2007,Role-Playing,Square Enix,88,59,8.9,283
Drawn to Life,DS,2007,Action,THQ,73,34,8.2,30
Sid Meier's Civilization Revolution,PS3,2008,Strategy,Take-Two Interactive,85,39,7.7,87
NBA 2K7,PS2,2006,Sports,Take-Two Interactive,81,12,8.4,18
Torneko no Daibouken: Fushigi no Dungeon,SNES,1993,Role-Playing,ChunSoft,,,,
Jr. Pac-Man,2600,1983,Puzzle,Atari,,,,
James Bond 007: Nightfire,GC,2002,Shooter,Electronic Arts,80,17,8.6,46
Mario & Sonic at the Sochi 2014 Olympic Winter Games,WiiU,2013,Sports,Nintendo,,,,
Goldeneye 007: Reloaded,PS3,2011,Shooter,Activision,72,38,6.3,52
NBA ShootOut 98,PS,1998,Sports,Sony Computer Entertainment,,,,
Rayman Origins,X360,2011,Platform,Ubisoft,87,55,8.2,209
Galaxian,2600,1982,Shooter,Atari,,,,
Aliens: Colonial Marines,X360,2013,Shooter,Sega,48,47,3.8,449
Lips,X360,2008,Misc,Microsoft Game Studios,71,43,7.4,34
Andretti Racing,PS,1996,Racing,Electronic Arts,,,,
Caesars Palace 2000: Millennium Gold Edition,PS,2000,Misc,Interplay,,,,
Air Raid,2600,1981,Action,Men-A-Vision,,,,
MadWorld,Wii,2009,Action,Sega,81,74,8.6,176
Need for Speed: ProStreet,PSP,2008,Racing,Electronic Arts,57,14,7.1,19
Perfect Dark Zero,X360,2005,Shooter,Microsoft Game Studios,81,75,7.3,229
Marvel Nemesis: Rise of the Imperfects,PS2,2005,Fighting,Electronic Arts,53,30,6.3,46
Boxing,2600,1980,Fighting,Activision,,,,
Need for Speed: Porsche Unleashed,PS,1999,Racing,Electronic Arts,78,13,8.5,24
ABBA: You Can Dance,Wii,2011,Misc,Ubisoft,66,5,tbd,
Avatar: The Game,X360,2009,Action,Ubisoft,,,,
Resident Evil: Operation Raccoon City,X360,2012,Action,Capcom,52,56,4.9,330
UFC Personal Trainer: The Ultimate Fitness System,X360,2011,Sports,THQ,70,36,6.5,15
Crystal Castles,2600,1983,Action,Atari,,,,
Worms: Open Warfare,PSP,2006,Strategy,THQ,70,22,6.6,18
Puzzler World,DS,2009,Puzzle,Ubisoft,,,tbd,
Conker's Bad Fur Day,N64,2001,Platform,THQ,,,,
Dragon Warrior I&II,GB,1999,Role-Playing,Enix Corporation,,,,
Star Wars Episode II: Attack of the Clones,GBA,2002,Action,THQ,38,14,5,6
Ghost Squad,Wii,2007,Shooter,Sega,69,42,7.5,31
Conflict: Desert Storm II - Back to Bagdhad,PS2,2003,Shooter,SCi,,,,
Maximo: Ghosts to Glory,PS2,2001,Platform,Capcom,84,33,8.7,16
Donkey Kong Country 3,GBA,2005,Platform,Nintendo,77,16,8.4,27
All-Star Baseball 2003,PS2,2002,Sports,Acclaim Entertainment,81,15,8.4,17
Unlimited Saga,PS2,2002,Role-Playing,Atari,45,26,3,29
Pokemon Dash,DS,2004,Racing,Nintendo,46,28,5.9,34
Dragon Ball: Raging Blast,PS3,2009,Fighting,Namco Bandai Games,57,26,7.2,58
Twisted Metal: Head On,PSP,2005,Action,Sony Computer Entertainment,79,45,8.2,38
Personal Trainer: Walking,DS,2008,Sports,Nintendo,69,6,tbd,
Sonic Unleashed,PS2,2008,Platform,Sega,66,5,6.7,49
Cabela's Deer Hunt: 2004 Season,PS2,2003,Sports,Activision Value,,,9,40
Formula 1,PS,1996,Racing,Psygnosis,,,,
Tetris Party Deluxe,DS,2010,Puzzle,Nintendo,76,11,tbd,
Banjo-Kazooie: Nuts & Bolts,X360,2008,Platform,Microsoft Game Studios,,,,
FIFA 12,Wii,2011,Sports,Electronic Arts,,,,
My Baby Girl,DS,2008,Simulation,Nobilis,,,tbd,
Driv3r,XB,2004,Racing,Atari,56,57,4.7,69
Mercenaries: Playground of Destruction,PS2,2005,Action,LucasArts,,,,
The Walking Dead: Season One,PS3,2012,Adventure,Avanquest Software,,,,
MTV Celebrity Deathmatch,PS2,2003,Fighting,Gotham Games,,,,
Street Fighter Alpha: Warriors' Dreams,PS,1995,Fighting,Virgin Interactive,,,,
ISS Pro Evolution,PS,1998,Sports,Konami Digital Entertainment,94,4,8.7,40
Need For Speed: Undercover,PSP,2008,Racing,Electronic Arts,52,7,6.8,37
Metroid Prime Hunters,DS,2006,Shooter,Nintendo,85,54,8,188
Bayonetta 2,WiiU,2014,Action,Nintendo,91,80,8.2,1217
Star Wars Battlefront: Elite Squadron,PSP,2009,Shooter,LucasArts,63,25,8,41
Sonic & SEGA All-Stars Racing with Banjo-Kazooie,X360,2010,Racing,Sega,,,,
Tony Hawk's Pro Skater 2,N64,2001,Sports,Activision,,,,
Final Fantasy II,NES,1988,Role-Playing,SquareSoft,,,,
Taiko no Tatsujin: Tatakon de Dodon ga Don,PS2,2002,Misc,Namco Bandai Games,,,,
Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,2005,Role-Playing,Capcom,,,,
Doom (2016),XOne,2016,Shooter,Bethesda Softworks,,,,
Syphon Filter: The Omega Strain,PS2,2004,Shooter,Sony Computer Entertainment,65,47,6.9,30
FIFA Soccer 11,PS2,2010,Sports,Electronic Arts,,,6.6,7
The Sims 3,3DS,2011,Simulation,Electronic Arts,52,29,3.3,31
Mortal Kombat: Deception,XB,2004,Fighting,Midway Games,81,53,8.8,24
That's So Raven,GBA,2004,Adventure,Disney Interactive Studios,39,6,7.6,5
DJ Hero,Wii,2009,Misc,Activision,87,22,7.6,19
Toy Story 3: The Video Game,X360,2010,Action,Disney Interactive Studios,,,,
Marvel vs. Capcom 2: New Age of Heroes,PS2,2002,Fighting,Capcom,,,,
Portal 2,PC,2011,Shooter,Valve Software,95,52,8.8,5999
Duke Nukem Forever,PS3,2011,Shooter,Take-Two Interactive,51,48,4.9,278
Star Wars: The Force Unleashed II,Wii,2010,Action,LucasArts,71,10,7.8,31
Legends of Wrestling,PS2,2001,Fighting,Acclaim Entertainment,,,,
True Crime: New York City,PS2,2005,Action,Activision,,,,
Lost Planet 2,X360,2010,Shooter,Capcom,,,,
Kane & Lynch: Dead Men,X360,2007,Shooter,Eidos Interactive,,,,
Mario & Luigi: Paper Jam,3DS,2015,Role-Playing,Nintendo,,,,
Final Fantasy Legend III,GB,1991,Role-Playing,SquareSoft,,,,
Harry Potter and the Half-Blood Prince,Wii,2009,Action,Electronic Arts,60,35,6,8
Wall-E,PS2,2008,Platform,THQ,67,8,8.4,9
Professor Layton and the Azran Legacy,3DS,2013,Puzzle,Nintendo,81,58,7.9,86
Super Monkey Ball: Touch & Roll,DS,2005,Misc,Sega,,,,
Mega Man X5,PS,2000,Platform,Capcom,76,10,8.9,55
Nintendo Presents: New Style Boutique 2 - Fashion Forward,3DS,2015,Misc,Nintendo,,,,
Titanfall 2,PS4,2016,Shooter,Electronic Arts,89,56,8.4,704
Genji: Days of the Blade,PS3,2006,Action,Sony Computer Entertainment,55,46,5.8,30
Metal Gear Solid V: The Phantom Pain,XOne,2015,Action,Konami Digital Entertainment,95,10,7.3,900
Rockstar Games presents Table Tennis,X360,2006,Sports,Take-Two Interactive,81,75,7.8,69
Drawn to Life: The Next Chapter,Wii,2009,Puzzle,THQ,58,22,6,8
PokePark 2: Wonders Beyond,Wii,2011,Action,Nintendo,60,18,7,27
DJ Hero 2,PS3,2010,Misc,Activision,86,46,7.8,22
WWE SmackDown vs. Raw 2009,PSP,2008,Fighting,THQ,72,9,6,9
LEGO Batman 2: DC Super Heroes,3DS,2012,Action,Warner Bros. Interactive Entertainment,72,6,5.2,25
SoulCalibur V,PS3,2012,Fighting,Namco Bandai Games,81,53,6.7,150
Shark Tale,PS2,2004,Action,Activision,69,30,6.5,6
San Francisco Rush: Extreme Racing,N64,1997,Racing,GT Interactive,,,,
Zone of the Enders,PS2,2001,Shooter,Konami Digital Entertainment,78,21,7.4,49
Street Fighter EX Plus Alpha,PS,1997,Fighting,Virgin Interactive,,,,
Kane & Lynch: Dead Men,PS3,2007,Shooter,Eidos Interactive,,,,
Deer Drive,Wii,2009,Sports,Big Ben Interactive,,,tbd,
Pro Evolution Soccer 2015,PS4,2014,Sports,Konami Digital Entertainment,82,56,7.2,386
Tony Hawk's Underground 2,XB,2004,Sports,Activision,83,55,7.8,12
Madden NFL 06,PSP,2005,Sports,Electronic Arts,75,23,7.9,16
We Sing,Wii,2009,Misc,Nordic Games,,,,
Raving Rabbids: Travel in Time,Wii,2010,Adventure,Ubisoft,62,24,7.6,14
Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001,Fighting,Capcom,81,22,7.9,27
MVP 06 NCAA Baseball,PS2,2006,Sports,Electronic Arts,76,27,9,18
Turok,X360,2008,Action,Touchstone,69,63,7.1,120
Final Fantasy XIV: A Realm Reborn,PS4,2014,Role-Playing,Square Enix,,,,
Coded Arms,PSP,2005,Shooter,Konami Digital Entertainment,59,42,6.5,61
Final Fantasy Tactics A2: Grimoire of the Rift,DS,2007,Role-Playing,Square Enix,80,47,6.9,106
Jump Ultimate Stars,DS,2006,Fighting,Nintendo,,,,
Jampack Summer 2001,PS2,2001,Misc,Sony Computer Entertainment,,,,
The Lord of the Rings: Conquest,PS3,2009,Action,Electronic Arts,54,45,7.1,57
Band Hero,PS3,2009,Misc,Activision,76,45,5.7,9
Burnout,PS2,2001,Racing,Acclaim Entertainment,79,25,7.7,33
Spectrobes,DS,2007,Role-Playing,Disney Interactive Studios,63,37,7.9,31
Rhythm Heaven: The Best+,3DS,2015,Misc,Nintendo,,,,
Yu-Gi-Oh! Dungeon Dice Monsters,GBA,2001,Misc,Konami Digital Entertainment,,,,
The Godfather II,PS3,2009,Action,Electronic Arts,67,53,7.2,50
Mortal Kombat: Unchained,PSP,2006,Fighting,Midway Games,70,19,8.8,31
Need for Speed: Shift,PSP,2009,Racing,Electronic Arts,69,11,6.5,31
Dark Souls II,X360,2014,Role-Playing,Namco Bandai Games,91,30,7.9,915
Sega Superstars Tennis,DS,2008,Sports,Sega,65,19,tbd,
Assassin's Creed: Revelations,PC,2011,Action,Ubisoft,80,20,7.4,771
Final Fantasy X/X-2 HD Remaster,PS4,2015,Role-Playing,Square Enix,,,,
[Prototype 2],PS3,2012,Action,Activision,79,39,6.8,179
Midnight Club 3: DUB Edition,XB,2005,Racing,Take-Two Interactive,84,53,7.4,40
Resident Evil: Revelations,PS3,2013,Action,Capcom,74,30,7.2,204
Tom Clancy's Rainbow Six: Vegas,PSP,2007,Shooter,Ubisoft,60,20,7.1,31
The Lord of the Rings: The Two Towers,GBA,2002,Action,Electronic Arts,,,,
Tiger Woods PGA Tour 2001,PS2,2001,Sports,Electronic Arts,74,19,tbd,
Dragon Quest Heroes: The World's Tree Woe and the Blight Below,PS4,2015,Action,Square Enix,,,,
Red Faction: Guerrilla,PS3,2009,Shooter,THQ,85,56,8.1,136
The Elder Scrolls V: Skyrim,XOne,2016,Role-Playing,Bethesda Softworks,,,,
Jet Moto 3,PS,1999,Racing,Sony Computer Entertainment,,,,
Ace Combat: Assault Horizon,PS3,2011,Action,Namco Bandai Games,77,28,6.7,82
X-Men Origins: Wolverine - Uncaged Edition,PS3,2009,Action,Activision,,,,
Unreal Championship,XB,2002,Shooter,Atari,83,29,8.2,24
WarioWare: Twisted!,GBA,N/A,Puzzle,Unknown,,,,
Lego Batman 3: Beyond Gotham,PS3,2014,Action,Warner Bros. Interactive Entertainment,,,6.7,11
Crysis 2,PC,2011,Action,Electronic Arts,86,42,6.8,1594
Tales of Vesperia,X360,2008,Role-Playing,Atari,79,67,8.2,264
MLB 13: The Show,PS3,2013,Sports,Sony Computer Entertainment,87,36,7.8,114
LEGO Marvel Super Heroes,WiiU,2013,Action,Warner Bros. Interactive Entertainment,82,8,8,71
Namco Museum Remix,Wii,2007,Misc,Atari,49,18,6.3,4
NBA 2K16,PS3,2015,Sports,Take-Two Interactive,,,4.6,13
Sword of Mana,GBA,2003,Role-Playing,Nintendo,72,31,8.3,25
FIFA 17,PS3,2016,Sports,Electronic Arts,,,3.3,21
Marvel: Ultimate Alliance 2,PS3,2009,Role-Playing,Activision,74,48,7.3,51
Dragon Age: Inquisition,PC,2014,Role-Playing,Electronic Arts,85,45,5.9,3926
Resonance of Fate,PS3,2010,Role-Playing,Sega,72,42,8,136
Madagascar: Escape 2 Africa,DS,2008,Action,Activision,55,6,tbd,
Pirates of the Caribbean: At World's End,PS3,2007,Action,Disney Interactive Studios,55,24,6.9,19
FIFA: Road to World Cup 98,PS,1997,Sports,Electronic Arts,,,,
The Amazing Spider-Man (Console Version),X360,2012,Action,Activision,,,,
Dragon Ball Z: Ultime Menace,SNES,1993,Fighting,Namco Bandai Games,,,,
The Walking Dead: Season One,X360,2012,Adventure,Avanquest Software,,,,
Tiger Woods PGA Tour 08,PS3,2007,Sports,Electronic Arts,79,30,6.6,7
Classic NES Series: Donkey Kong,GBA,2004,Platform,Nintendo,55,15,4.8,4
Harvest Moon: Animal Parade,Wii,2008,Simulation,Rising Star Games,76,10,8.9,20
Split/Second,PS3,2010,Racing,Disney Interactive Studios,,,,
Yoshi,GB,1991,Puzzle,Nintendo,,,,
Mortal Kombat 4,N64,1998,Fighting,GT Interactive,,,,
WWE SmackDown vs. Raw 2010,Wii,2009,Fighting,THQ,78,11,7.7,9
Style Savvy: Trendsetters,3DS,2012,Simulation,Nintendo,76,5,8,15
Croc 2,PS,1999,Platform,Fox Interactive,,,,
Final Fantasy XIII-2,X360,2011,Role-Playing,Square Enix,79,50,6.3,268
Practise English!,DS,2007,Misc,Nintendo,,,,
Oddworld: Munch's Oddysee,XB,2001,Platform,Atari,80,30,8.7,32
Persona 4: Arena,PS3,2012,Fighting,Atlus,86,47,7.7,180
Berzerk,2600,1981,Shooter,Atari,,,,
Brink,PS3,2011,Shooter,Bethesda Softworks,72,39,5.8,168
NHL 11,X360,2010,Sports,Electronic Arts,88,49,7.7,71
NCAA Football 07,X360,2006,Sports,Electronic Arts,79,43,6.9,20
Just Dance Wii,Wii,2011,Misc,Nintendo,,,,
Full Spectrum Warrior,XB,2004,Strategy,THQ,84,67,8.7,27
LEGO Marvel's Avengers,PS4,2016,Action,Warner Bros. Interactive Entertainment,71,70,7,87
Katamari Damacy,PS2,2004,Puzzle,Namco Bandai Games,86,55,9,86
Just Dance 2015,WiiU,2014,Misc,Ubisoft,75,6,6.6,26
Beyblade VForce: Ultimate Blader Jam,GBA,2003,Action,Atari,,,tbd,
LEGO Dimensions,PS4,2015,Action,Warner Bros. Interactive Entertainment,80,53,7.1,65
Naruto Shippuden: Ultimate Ninja Storm Generations,PS3,2012,Fighting,Namco Bandai Games,74,23,7.1,83
Shaun Palmer's Pro Snowboarder,PS2,2001,Sports,Codemasters,64,17,8.7,13
James Bond 007: Agent Under Fire,GC,2002,Shooter,Electronic Arts,74,16,6.8,25
Harvest Moon DS: Island of Happiness,DS,2007,Simulation,Rising Star Games,65,15,7,22
Star Wars Episode III: Revenge of the Sith,GBA,2005,Action,Ubisoft,73,13,7.5,12
Ultimate Spider-Man,PS2,2005,Action,Activision,74,52,7.9,54
Monopoly Streets,Wii,2010,Misc,Electronic Arts,65,9,5.2,5
Imagine: Interior Designer,DS,2008,Simulation,Ubisoft,,,tbd,
Ratchet & Clank Collection,PS3,2012,Action,Sony Computer Entertainment,,,,
SD Gundam G Generation,PS,1998,Strategy,Namco Bandai Games,,,,
Rabbids Go Home,DS,2009,Platform,Ubisoft,70,7,tbd,
God Eater,PSP,2010,Action,Unknown,,,,
Area 51,PS,1996,Shooter,GT Interactive,,,,
Total War: Rome II,PC,2013,Strategy,Sega,76,71,4.2,3742
NBA Live 08,PS2,2007,Sports,Electronic Arts,68,10,6.6,9
Star Ocean: The Last Hope International,PS3,2010,Role-Playing,Square Enix,74,45,6.7,155
Dead to Rights,XB,2002,Shooter,Electronic Arts,73,39,8.9,16
Indiana Jones and the Staff of Kings,Wii,2009,Action,Activision,55,32,7,28
Tiger Woods PGA Tour 07,PS2,2006,Sports,Electronic Arts,79,33,6,8
My Little Pony: Pinkie Pie's Party,DS,2008,Adventure,THQ,,,0,4
Test Drive 6,PS,1999,Racing,Atari,,,,
Major League Baseball 2K7,X360,2007,Sports,Spike,79,31,7.1,34
Kouchuu Ouja Mushi King,GBA,2005,Action,Sega,,,,
Persona Q: Shadow of the Labyrinth,3DS,2014,Role-Playing,Nippon Ichi Software,83,56,8.1,169
MLB 14: The Show,PS4,2014,Sports,Sony Computer Entertainment America,83,17,7.7,205
X-Men: Mutant Academy 2,PS,2001,Fighting,Activision,72,12,8.4,18
Kirby: Canvas Curse,DS,2005,Platform,Nintendo,86,48,8.2,87
Jampack Winter 2001,PS2,2001,Misc,Sony Computer Entertainment,,,tbd,
Kangaroo,2600,1982,Platform,Atari,,,,
Madden NFL 10,Wii,2009,Sports,Electronic Arts,77,23,7.2,24
MLB 09: The Show,PS3,2009,Sports,Sony Computer Entertainment,90,27,8.1,61
Borderlands: The Pre-Sequel,X360,2014,Shooter,Take-Two Interactive,74,16,6.4,161
Disney Infinity 3.0,PS4,2015,Action,Disney Interactive Studios,,,,
Madden NFL 11,Wii,N/A,Sports,Unknown,75,6,5.4,7
Super Monkey Ball Jr.,GBA,2002,Puzzle,Atari,82,20,8.6,11
The Witcher 3: Wild Hunt,PC,2015,Role-Playing,Namco Bandai Games,93,32,9.3,10665
F1 2011,X360,2011,Racing,Codemasters,84,61,7.1,54
Mobile Suit Gundam: Encounters in Space,PS2,2003,Simulation,Namco Bandai Games,66,10,8.5,37
MLB 10: The Show,PS3,2010,Sports,Sony Computer Entertainment,91,33,8.3,107
MX vs. ATV Reflex,X360,2009,Racing,THQ,75,47,6.6,30
Blur,PS3,2010,Racing,Activision,81,58,8.2,86
Avatar: The Game,Wii,2009,Action,Ubisoft,,,,
Fear Effect,PS,1998,Action,Eidos Interactive,,,,
Battlefield: Bad Company 2,PC,2010,Shooter,Electronic Arts,87,46,8.3,1467
DiRT 3,X360,2011,Racing,Codemasters,87,81,7.1,166
The Lord of the Rings: The Two Towers,XB,2002,Action,Electronic Arts,79,17,8.1,18
Madden NFL 2003,XB,2002,Sports,Electronic Arts,92,16,8.3,16
Skate,X360,2007,Sports,Electronic Arts,86,59,8.4,137
iCarly,DS,2009,Adventure,Activision,,,8.3,6
XCOM: Enemy Unknown,PC,2012,Strategy,Take-Two Interactive,89,57,8.2,2235
Ben 10: Protector of Earth,PSP,2007,Action,D3Publisher,60,4,7.2,23
Virtua Fighter 4: Evolution,PS2,2003,Fighting,Sega,93,30,9,48
Crysis,PC,2007,Shooter,Electronic Arts,91,56,8,1970
Resident Evil: Survivor,PS,2000,Action,Eidos Interactive,39,10,7,47
The Sims 2: Castaway,DS,2007,Simulation,Electronic Arts,66,8,4,5
Super Trucks Racing,PS2,2002,Racing,Jester Interactive,66,8,tbd,
Godzilla: Destroy All Monsters Melee,GC,2002,Fighting,Atari,73,30,7.8,23
Jeremy McGrath Supercross 2000,PS,2000,Racing,Acclaim Entertainment,43,11,tbd,
Conker: Live And Reloaded,XB,2005,Adventure,Microsoft Game Studios,,,,
Silent Hill 3,PS2,2003,Action,Konami Digital Entertainment,85,41,8.8,315
Yu-Gi-Oh! The Falsebound Kingdom,GC,2002,Strategy,Konami Digital Entertainment,,,,
Spyro: Enter the Dragonfly,GC,2002,Platform,Universal Interactive,48,13,5.1,24
Scooby-Doo 2: Monsters Unleashed,GBA,2004,Action,THQ,46,5,tbd,
Power Rangers: Dino Thunder,PS2,2004,Action,THQ,49,6,6.2,5
Madden NFL 08,PSP,2007,Sports,Electronic Arts,75,10,6.8,8
Blast Corps,N64,1997,Action,Nintendo,,,,
LEGO Racers,N64,1999,Racing,LEGO Media,,,,
WWF Attitude,N64,1999,Fighting,Acclaim Entertainment,,,,
Tactics Ogre: Let Us Cling Together,SNES,1995,Role-Playing,Quest,,,,
Madden NFL 09,PSP,2008,Sports,Electronic Arts,68,8,6.5,4
"WarioWare, Inc.: Mega Party Game$",GC,2003,Puzzle,Nintendo,,,,
NBA Live 09,X360,2008,Sports,Electronic Arts,77,32,7.4,14
Battle Arena Toshinden 2,PS,1995,Fighting,Sony Computer Entertainment,,,,
Dragon Ball: Xenoverse 2,PS4,2016,Action,Namco Bandai Games,73,54,7.8,117
